"","year","grade","cumulative_gpa","term","gpa"
"3579","2020",6,"1.7855","1",1.857
"3580","2020",6,"1.7855","2",1.714
"3581","2020",8,"2.6425","1",2.571
"3582","2020",8,"2.6425","2",2.714
"3583","2020",7,"0.667","1",0.667
"3584","2020",7,"0.667","2",0.667
"3585","2020",6,"3.857","1",3.857
"3586","2020",6,"3.857","2",3.857
"3587","2020",7,"2.6665","1",2.333
"3588","2020",7,"2.6665","2",3
"3589","2020",7,"1.286","1",1.286
"3590","2020",7,"1.286","2",1.286
"3591","2020",8,"2","1",2
"3592","2020",8,"2","2",2
"3593","2020",7,"3.4285","1",3.714
"3594","2020",7,"3.4285","2",3.143
"3595","2020",6,"1.5","1",1.571
"3596","2020",6,"1.5","2",1.429
"3597","2020",6,"2.0715","1",1.714
"3598","2020",6,"2.0715","2",2.429
"3599","2020",7,"3.0715","1",2.857
"3600","2020",7,"3.0715","2",3.286
"3601","2020",7,"2.5715","1",2.857
"3602","2020",7,"2.5715","2",2.286
"3603","2020",8,"2.3575","1",2.429
"3604","2020",8,"2.3575","2",2.286
"3605","2020",7,"4","1",4
"3606","2020",7,"4","2",4
"3607","2020",8,"1.9285","1",1.143
"3608","2020",8,"1.9285","2",2.714
"3609","2020",6,"2.143","1",2.429
"3610","2020",6,"2.143","2",1.857
"3611","2020",7,"0.4765","1",0.286
"3612","2020",7,"0.4765","2",0.667
"3613","2020",8,"1.6425","1",1.714
"3614","2020",8,"1.6425","2",1.571
"3615","2020",6,"2.5","1",2.286
"3616","2020",6,"2.5","2",2.714
"3617","2020",7,"2.7855","1",2.714
"3618","2020",7,"2.7855","2",2.857
"3619","2020",6,"0.9285","1",1
"3620","2020",6,"0.9285","2",0.857
"3621","2020",8,"1.4285","1",1.286
"3622","2020",8,"1.4285","2",1.571
"3623","2020",6,"3.5","1",3.714
"3624","2020",6,"3.5","2",3.286
"3625","2020",8,"2.857","1",3
"3626","2020",8,"2.857","2",2.714
"3627","2020",8,"1.2855","1",1.714
"3628","2020",8,"1.2855","2",0.857
